1;LEITUNGSSTRANG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_000_K;L0L;3775 (g);~;CU: 1495 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;12103;ID_WIR206;ID_CON9;AIR_CU_E_1;17;1-41C;N_909_424_01;3B0_972_742_E;XA.N154.7;GST_VR1;1;1-49C;-;-;ZSB_KT_4_121;SL12034;1-gr;3474;GR;0,5;S.BAG_GSBF-..SYS1S1;x;12103;;;;
3;12104;ID_WIR208;ID_CON9;AIR_CU_E_1;18;1-41C;N_909_424_01;3B0_972_742_E;XA.N153.7;GST_VL1;1;1-46G;-;-;ZSB_KT_5_121;SL12035;2-sw;3259;SW;0,5;S.BAG_GSF-..SYS1S1;x;12104;;;;
3;12105;ID_WIR210;ID_CON9;AIR_CU_E_1;19;1-41C;N_909_424_01;3B0_972_742_E;XA.N153.7;GST_VL1;2;1-46G;-;-;ZSB_KT_5_121;SL12035;1-ge;3259;GE;0,5;S.BAG_GSF+..SYS1S1;x;12105;;;;
3;12106;ID_WIR212;ID_CON9;AIR_CU_E_1;24;1-41C;N_909_424_02;3B0_972_742_D;ID_CON8;FS_1;1;1-8H;N_105_974_08;3B0_972_742_B;N_901_916_42;SL12036;1-bl;2719;BL;0,35;X.BAG_CS+..SYS1S1;x;12106;;;;
3;12107;ID_WIR214;ID_CON9;AIR_CU_E_1;25;1-41C;N_909_424_02;3B0_972_742_D;ID_CON8;FS_1;2;1-8H;N_105_974_08;3B0_972_742_B;N_901_916_42;SL12036;2-br;2719;BR;0,35;M.31-SM..SYS1S1.2;x;12107;;;;
3;12108;ID_WIR216;ID_CON9;AIR_CU_E_1;29;1-41C;N_909_424_02;3B0_972_742_E;XA.E224.7;S_AIR;2;1-36A;N_105_112_02;-;N_018_886_58;SL12037;2-ge/br;1647;GE/BR;0,5;X.NONE..SYS1S1.1;x;12108;;;;
3;12109;ID_WIR226;ID_CON9;AIR_CU_E_1;32;1-41C;N_909_424_02;3B0_972_742_E;XA.E224.7;S_AIR;1;1-36A;N_105_112_02;-;N_018_886_58;SL12037;1-ge/rt;1647;GE/RT;0,5;X.NONE..SYS1S1;x;12109;;;;
3;12110;ID_WIR218;ID_CON9;AIR_CU_E_1;30;1-41C;N_909_424_02;3B0_972_742_E;XA.E24.7;KS_GS_VL;1;1-44H;N_103_361_03;-;N_018_886_25;SL12038;1-ge;2862;GE;0,5;S.GSAF..SYS1S1;x;12110;;;;
3;12111;ID_WIR220;109;SP_GND_A;1;1-41D;-;-;XA.E24.7;KS_GS_VL;2;1-44H;N_103_361_03;-;N_018_886_25;SL12038;2-br;2615;BR;0,5;M.31-SM..SYS1S1.1;x;12111;;;;
3;12112;ID_WIR222;ID_CON9;AIR_CU_E_1;31;1-41C;N_909_424_02;3B0_972_742_E;XA.G128.9;KS_SBE_VR;1;1-46B;N_103_361_03;-;N_018_886_28;SL12039;1-bl;2986;BL;0,5;S.BAG_SBRBF..SYS1S1;x;12112;;;;
3;12113;ID_WIR224;109;SP_GND_A;1;1-41D;-;-;XA.E25.9;KS_GS_VR;2;1-46C;N_103_361_03;-;N_018_886_28;SL12039;2-br;2819;BR;0,5;M.31-SM..SYS1S1.1;x;12113;;;;
3;12114;ID_WIR228;ID_CON9;AIR_CU_E_1;34;1-41C;N_909_424_01;3B0_972_742_E;XA.AX2.1;BAT1_1;3;1-12A;N_105_112_03;357_972_740_E;N_018_886_36;SL12040;1-ws;3174;WS;0,5;H.BAG_HV+..;x;12114;;;;
3;12115;ID_WIR230;ID_CON9;AIR_CU_E_1;35;1-41C;N_909_424_01;3B0_972_742_E;XA.AX2.1;BAT1_1;12;1-12A;N_105_112_03;357_972_740_E;N_018_886_36;SL12040;2-gn;3174;GN;0,5;H.BAG_HV-..;x;12115;;;;
3;12116;ID_WIR232;ID_CON9;AIR_CU_E_1;36;1-41C;N_909_424_02;3B0_972_742_E;109;SP_GND_A;1;1-41D;-;-;N_037_008_8;-;-;268;BR;0,5;M.31-SM..SYS1S1.1;x;12116;;;;
3;12117;ID_WIR234;ID_CON9;AIR_CU_E_1;37;1-41C;N_909_424_02;3B0_972_742_E;ID_CON7;CSSA_HL;1;1-50J;N_105_975_08;3B0_972_742_C;N_018_886_48;SL12041;2-gr;3655;GR;0,5;S.SAB_SAT_F+..r_+L0L;x;12117;;;;
3;12118;ID_WIR236;ID_CON9;AIR_CU_E_1;38;1-41C;N_909_424_02;3B0_972_742_E;ID_CON7;CSSA_HL;2;1-50J;N_105_975_08;3B0_972_742_C;N_018_886_48;SL12041;1-br/ge;3655;BR/GE;0,5;S.SAB_SAT_F-..r_+L0L;x;12118;;;;
3;12119;ID_WIR238;ID_CON9;AIR_CU_E_1;39;1-41C;N_909_424_02;3B0_972_742_E;ID_CON6;CSSA_HR;1;1-52A;N_105_975_08;3B0_972_742_C;N_018_886_27;SL12042;1-gn;3860;GN;0,5;S.SAB_SAT_BF+..r_+L0L;x;12119;;;;
3;12120;ID_WIR240;ID_CON9;AIR_CU_E_1;40;1-41C;N_909_424_02;3B0_972_742_E;ID_CON6;CSSA_HR;2;1-52A;N_105_975_08;3B0_972_742_C;N_018_886_27;SL12042;2-br;3860;BR;0,5;S.SAB_SAT_BF-..r_+L0L;x;12120;;;;
3;12121;ID_WIR242;ID_CON9;AIR_CU_E_1;41;1-41C;N_909_424_02;3B0_972_742_D;XA.G180.13;SCSR;1;1-48B;N_105_974_08;3B0_972_742_B;N_901_916_66;SL12043;2-ws;3294;WS;0,35;X.BAG_CS2+..SYS1S1;x;12121;;;;
3;12122;ID_WIR244;ID_CON9;AIR_CU_E_1;42;1-41C;N_909_424_02;3B0_972_742_D;XA.G180.13;SCSR;2;1-48B;N_105_974_08;3B0_972_742_B;N_901_916_66;SL12043;1-br;3294;BR;0,35;X.BAG_CS2-..SYS1S1;x;12122;;;;
3;12123;ID_WIR246;ID_CON9;AIR_CU_E_1;43;1-41C;N_909_424_02;3B0_972_742_D;XA.G179.13;SCSL;1;1-46H;N_105_974_08;3B0_972_742_B;N_901_916_38;SL12044;2-ge;3104;GE;0,35;X.BAG_CS1+..SYS1S1;x;12123;;;;
3;12124;ID_WIR248;ID_CON9;AIR_CU_E_1;44;1-41C;N_909_424_02;3B0_972_742_D;XA.G179.13;SCSL;2;1-46H;N_105_974_08;3B0_972_742_B;N_901_916_38;SL12044;1-br;3104;BR;0,35;X.BAG_CS1-..SYS1S1;x;12124;;;;
3;12126;ID_WIR252;ID_CON9;AIR_CU_E_1;46;1-41C;N_909_424_02;3B0_972_742_E;312;SP_31_SA;1;1-39D;-;-;N_037_008_8;-;-;446;BR;0,5;M.31-SM..SYS1S1;x;12126;;;;
3;12127;ID_WIR254;ID_CON9;AIR_CU_E_1;49;1-41C;N_909_424_02;3B0_972_742_D;E123;SP_CANHA1;1;1-38G;-;-;N_901_916_03;SL12045;1-or/sw;1248;OR/SW;0,35;D.CANHA..;x;12127;;;;
3;12128;ID_WIR256;ID_CON9;AIR_CU_E_1;50;1-41C;N_909_424_02;3B0_972_742_D;E124;SP_CANLA2;1;1-37G;-;-;N_901_916_03;SL12045;2-or/br;1203;OR/BR;0,35;D.CANLA..;x;12128;;;;
3;12172;ID_WIR320;ID_CON9;AIR_CU_E_1;48;1-41C;N_909_424_02;3B0_972_742_D;XA.K145.93;AIRL;2;1-48E;N_103_357_01;-;N_901_965_25;SL12062;3-bl/ge;3055;BL/GE;0,35;S.BAG_ON..L0L;x;12172;;;;
3;12173;ID_WIR322;T4;SP_15A_AIR;1;1-41D;-;-;XA.K145.93;AIRL;3;1-48E;N_103_357_01;-;N_901_965_25;SL12062;2-bl;2836;BL;0,35;V.15A..SC_F09;x;12173;;;;
3;12174;ID_WIR324;ID_CON9;AIR_CU_E_1;45;1-41C;N_909_424_02;3B0_972_742_D;XA.K145.93;AIRL;4;1-48E;N_103_357_01;-;N_901_965_25;SL12062;1-sw/rt;3055;SW/RT;0,35;S.BAG_OFF..L0L;x;12174;;;;
1;LTGS.RADIO;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_016_T;L0L+8ZB/8ZG+QV0+I6V;248 (g);;CU: 108 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_016_AA;L0L+8ZB/8ZG+QV3+I6V;356 (g);;CU: 159 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.;;;
3;16001;V.30A..SA_D1_P1_1_5;P1;SP_30_02;1;1-33H;-;-;XA.SC.1;SITR;38B;1-31H;N_907_327_01;-;N_037_043_3;-;-;178;RT;2,5;V.30A..SA_D1;x;x;16001;;;
3;16004;M.31..BM_K-M8_A1_XD.R.5_17_1;XD.R.5;RAD_D1;17;1-38B;N_105_118_01;-;82;SP_MB_8_1;1;1-42D;-;-;N_037_048_8;-;-;770;BR;2,5;M.31..BM_K-M8_A1;x;x;16004;;;
3;16005;M.31..BM_K-M8_A1_82_1_1;82;SP_MB_8_1;1;1-42D;-;-;XA.610.1;MB_8_1;1;1-43D;N_017_516_5;-;N_037_048_8;-;-;231;BR;2,5;M.31..BM_K-M8_A1;x;x;16005;;;
3;16006;V.30A..SC_F38_XA.SC.1_38A_1;XA.SC.1;SITR;38A;1-31H;N_907_327_01;-;XD.R.5;RAD_D1;18;1-38B;N_105_118_01;-;N_037_033_1;-;-;1162;RT/GE;1,5;V.30A..SC_F38;x;x;16006;;;
3;16007;D.CANHK.._XB.J519.3_20_1;XB.J519.3;BCM_B;20;1-33G;N_907_647_01;-;A146;SP_CANHK;1;1-36F;-;-;N_901_916_04;SL16001;1-or/gn;432;OR/GN;0,35;D.CANHK..;x;x;16007;;;
3;16008;D.CANLK.._XB.J519.3_21_1;XB.J519.3;BCM_B;21;1-33G;N_907_647_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL16001;2-or/br;355;OR/BR;0,35;D.CANLK..;x;x;16008;;;
3;16009;D.CANHK.._XE.R.5_6_1;XE.R.5;RAD_E2;6;1-37D;N_907_647_01;-;A146;SP_CANHK;1;1-36F;-;-;N_901_916_04;SL16002;1-or/gn;972;OR/GN;0,35;D.CANHK..;x;x;16009;;;
3;16010;D.CANLK.._XE.R.5_12_1;XE.R.5;RAD_E2;12;1-37D;N_907_647_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL16002;2-or/br;895;OR/BR;0,35;D.CANLK..;x;x;16010;;;
3;16028;ID_WIR276;ID_CON35;ANT_DAB_2;1;1-53E;-;-;ID_CON26;RAD_F_1;1;1-39E;-;-;N_909_934_01;SL16010;1-Signal;5551;ND;0,37;A.ANTENNE..DAB_SYS077;-;x;16028;;;
3;16029;ID_WIR278;ID_CON35;ANT_DAB_2;2;1-53E;-;-;ID_CON26;RAD_F_1;2;1-39E;-;-;N_909_934_01;SL16010;2-Schirm;5551;SW;0,5;S.SCHIRM..DAB_SYS077;-;x;16029;;;
3;16030;ID_WIR280;ID_CON34;ANT_AMFM;1;1-53D;-;-;ID_CON27;RAD_G_2;3;1-37B;-;-;N_909_934_01;SL16011;1-Signal;5566;ND;0,37;A.ANTENNE..SYS077;x;x;16030;;;
3;16031;ID_WIR282;ID_CON34;ANT_AMFM;2;1-53D;-;-;ID_CON27;RAD_G_2;4;1-37B;-;-;N_909_934_01;SL16011;2-Schirm;5566;SW;0,5;S.SCHIRM..SYS077;x;x;16031;;;
1;LTGS.ZV;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_023_H;L0L+4K3;434 (g);;CU: 276 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_023_J;L0L+4I2;360 (g);;CU: 215 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.;;;
3;23001;S.status..ZVHL_SYS055_TTHL.1A1_18_1;TTHL.1A1;KS_THL;18;1-48H;N_103_360_01;-;XA.J519.3;BCM_A;17;1-33G;N_907_647_01;-;N_037_096_7;-;-;2487;GN/GR;0,35;S.status..ZVHL_SYS055;x;x;23001;;;
3;23002;X.NONE..ZVLo_SYS055_TTVL.1A1_22_1;TTVL.1A1;KS_TVL;22;1-35J;N_103_189_01;-;B175;SP_ZVL;1;1-35D;-;-;N_037_014_0;-;-;1052;VI/WS;0,75;X.NONE..ZVLo_SYS055;x;x;23002;;;
3;23003;X.NONE..ZVLo_SYS055_TTVR.1A1_22_1;TTVR.1A1;KS_TVR;22;1-35A;N_103_189_01;-;B175;SP_ZVL;1;1-35D;-;-;N_037_014_0;-;-;839;VI/WS;0,75;X.NONE..ZVLo_SYS055;x;x;23003;;;
3;23004;X.NONE..ZVLo_SYS055_B175_1_1;B175;SP_ZVL;1;1-35D;-;-;XA.J519.3;BCM_A;11;1-33G;N_105_114_01;-;N_037_014_0;-;-;726;VI/WS;0,75;X.NONE..ZVLo_SYS055;x;x;23004;;;
3;23005;X.NONE..ZVLo_SYS055_TTHL.1A1_22_1;TTHL.1A1;KS_THL;22;1-48H;N_103_189_01;-;B175;SP_ZVL;1;1-35D;-;-;N_037_014_0;-;-;2898;VI/WS;0,75;X.NONE..ZVLo_SYS055;x;x;23005;;;
3;23006;X.NONE..ZVLo_SYS055_TTHR.1A1_22_1;TTHR.1A1;KS_THR;22;1-50B;N_103_189_01;-;B175;SP_ZVL;1;1-35D;-;-;N_037_014_0;-;-;2733;VI/WS;0,75;X.NONE..ZVLo_SYS055;x;x;23006;;;
3;23007;X.NONE..ZV_BF_SYS055_B215_1_1;B215;SP_ZVC;1;1-36D;-;-;XA.J519.3;BCM_A;15;1-33G;N_105_114_01;-;N_037_014_1;-;-;764;VI/GE;0,75;X.NONE..ZV_BF_SYS055;x;x;23007;;;
3;23008;X.NONE..ZV_BF_SYS055_TTHL.1A1_21_1;TTHL.1A1;KS_THL;21;1-48H;N_103_189_01;-;B215;SP_ZVC;1;1-36D;-;-;N_037_014_1;-;-;2936;VI/GE;0,75;X.NONE..ZV_BF_SYS055;x;x;23008;;;
3;23009;X.NONE..ZV_BF_SYS055_TTHR.1A1_21_1;TTHR.1A1;KS_THR;21;1-50B;N_103_189_01;-;B215;SP_ZVC;1;1-36D;-;-;N_037_014_1;-;-;2694;VI/GE;0,75;X.NONE..ZV_BF_SYS055;x;x;23009;;;
3;23010;X.NONE..ZV_BF_SYS055_TTVR.1A1_21_1;TTVR.1A1;KS_TVR;21;1-35A;N_103_189_01;-;B215;SP_ZVC;1;1-36D;-;-;N_037_014_1;-;-;801;VI/GE;0,75;X.NONE..ZV_BF_SYS055;x;x;23010;;;
3;23012;S.status..ZVHR_SYS055_TTHR.1A1_18_1;TTHR.1A1;KS_THR;18;1-50B;N_103_360_01;-;XA.J519.3;BCM_A;18;1-33G;N_907_647_01;-;N_037_096_7;-;-;3439;GN/GR;0,35;S.status..ZVHR_SYS055;x;x;23012;;;
3;23013;X.NONE..ZVSa_SYS055_B214_1_1;B214;SP_ZVS;1;1-35F;-;-;XA.J519.3;BCM_A;13;1-33G;N_105_114_01;-;N_037_018_3;-;-;314;BR/RT;0,75;X.NONE..ZVSa_SYS055;x;-;23013;;;
3;23014;X.NONE..ZVSa_SYS055_TTHR.1A1_23_1;TTHR.1A1;KS_THR;23;1-50B;N_103_189_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;3145;BR/RT;0,75;X.NONE..ZVSa_SYS055;x;-;23014;;;
3;23015;X.NONE..ZVSa_SYS055_TTHL.1A1_23_1;TTHL.1A1;KS_THL;23;1-48H;N_103_189_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;2485;BR/RT;0,75;X.NONE..ZVSa_SYS055;x;-;23015;;;
3;23016;X.NONE..ZVSa_SYS055_TTVR.1A1_16_1;TTVR.1A1;KS_TVR;16;1-35A;N_103_361_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;1251;BR/RT;0,75;X.NONE..ZVSa_SYS055;x;-;23016;;;
3;23017;X.NONE..ZVSa_SYS055_TTVL.1A1_16_1;TTVL.1A1;KS_TVL;16;1-35J;N_103_361_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;640;BR/RT;0,75;X.NONE..ZVSa_SYS055;x;-;23017;;;
3;23018;S.ZV_DFHR..SYS055_TTHR.1A1_19_1;TTHR.1A1;KS_THR;19;1-50B;N_103_360_01;-;XA.J519.3;BCM_A;26;1-33G;N_907_647_01;-;N_037_096_0;-;-;3439;GN/WS;0,35;S.ZV_DFHR..SYS055;x;x;23018;;;
3;23019;S.status..S_BF_SYS055_TTVR.1A1_18_1;TTVR.1A1;KS_TVR;18;1-35A;N_103_360_01;-;XA.J519.3;BCM_A;21;1-33G;N_907_647_01;-;N_037_096_5;-;-;1545;GN/BL;0,35;S.status..S_BF_SYS055;x;x;23019;;;
3;23021;M.31..MB_K-M12_A1_TTHL.1A1_24_1;TTHL.1A1;KS_THL;24;1-48H;N_103_189_01;-;260;SP_31H;1;1-56H;-;-;N_037_008_8;-;-;2002;BR;0,5;M.31..MB_K-M12_A1;x;x;23021;;;
3;23022;S.ZV_DFHL..SYS055_TTHL.1A1_19_1;TTHL.1A1;KS_THL;19;1-48H;N_103_360_01;-;XA.J519.3;BCM_A;34;1-33G;N_907_647_01;-;N_037_096_0;-;-;2487;GN/WS;0,35;S.ZV_DFHL..SYS055;x;x;23022;;;
3;23023;M.31..MB_K-M9_A1_TTHR.1A1_24_1;TTHR.1A1;KS_THR;24;1-50B;N_103_189_01;-;B445;SP_31BA1;1;1-42A;-;-;N_037_028_8;-;-;1748;BR;1;M.31..MB_K-M9_A1;x;x;23023;;;
3;23024;S.SLEDFT.._TTVL.1A1_15_1;TTVL.1A1;KS_TVL;15;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;58;1-33G;N_907_647_01;-;N_037_093_9;-;-;642;RT/SW;0,35;S.SLEDFT..;x;x;23024;;;
3;23025;S.status..S_F_SYS055_TTVL.1A1_18_1;TTVL.1A1;KS_TVL;18;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;22;1-33G;N_907_647_01;-;N_037_096_5;-;-;642;GN/BL;0,35;S.status..S_F_SYS055;x;x;23025;;;
3;23026;S.Lock..SYS055_TTVL.1A1_11_1;TTVL.1A1;KS_TVL;11;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;25;1-33G;N_907_647_01;-;N_037_098_6;-;-;642;BR/GN;0,35;S.Lock..SYS055;x;x;23026;;;
3;23027;X.NONE..ZV_FA_SYS055_TTVL.1A1_21_1;TTVL.1A1;KS_TVL;21;1-35J;N_103_189_01;-;XA.J519.3;BCM_A;12;1-33G;N_105_114_01;-;N_037_004_7;-;-;642;VI/GR;0,5;X.NONE..ZV_FA_SYS055;x;x;23027;;;
3;23028;X.NONE..DF_FA_SYS055_TTVL.1A1_19_1;TTVL.1A1;KS_TVL;19;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;19;1-33G;N_907_647_01;-;N_037_096_0;-;-;642;GN/WS;0,35;X.NONE..DF_FA_SYS055;x;x;23028;;;
3;23029;S.ZVBS..SYS055_TTVR.1A1_19_1;TTVR.1A1;KS_TVR;19;1-35A;N_103_360_01;-;XA.J519.3;BCM_A;20;1-33G;N_907_647_01;-;N_037_096_0;-;-;1545;GN/WS;0,35;S.ZVBS..SYS055;x;x;23029;;;
1;LTGS.FENSTERHEBER;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_024_F;L0L+4R1;258 (g);;CU: 237 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;24001;X.15S.._504_1_1;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;47B;1-31H;N_907_327_01;-;N_037_049_1;-;-;457;SW/GE;2,5;X.15S..;x;24001;;;;
3;24002;X.15S.._504_1_2;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;51B;1-31H;N_907_327_01;-;N_037_049_1;-;-;457;SW/GE;2,5;X.15S..;x;24002;;;;
3;24003;X.NONE..SYS095.5_TTVR.1A1_27_1;TTVR.1A1;KS_TVR;27;1-35A;N_103_190_01;-;TTVL.1A1;KS_TVL;27;1-35J;N_103_190_01;-;N_037_043_0;-;-;1871;RT/WS;2,5;X.NONE..SYS095.5;x;24003;;;;
3;24004;X.NONE..SYS095.6_TTVR.1A1_28_1;TTVR.1A1;KS_TVR;28;1-35A;N_103_190_01;-;TTVL.1A1;KS_TVL;28;1-35J;N_103_190_01;-;N_037_043_9;-;-;1871;RT/SW;2,5;X.NONE..SYS095.6;x;24004;;;;
3;24005;V.15A..SC_F51_TTVL.1A1_25_1;TTVL.1A1;KS_TVL;25;1-35J;N_103_190_01;-;XA.SC.1;SITR;51A;1-31H;N_907_327_01;-;N_037_049_6;-;-;761;SW/GN;2,5;V.15A..SC_F51;x;24005;;;;
3;24006;V.15A..SC_F47_Q67_1_1;Q67;SP_FHR;1;1-38A;-;-;XA.SC.1;SITR;47A;1-31H;N_907_327_01;-;N_037_049_5;-;-;1584;SW/BL;2,5;V.15A..SC_F47;x;24006;;;;
3;24007;V.15A..SC_F47_Q67_1_2;Q67;SP_FHR;1;1-38A;-;-;TTVL.1A1;KS_TVL;23;1-35J;N_103_190_01;-;N_037_049_5;-;-;1791;SW/BL;2,5;V.15A..SC_F47;x;24007;;;;
3;24008;V.15A..SC_F47_TTVR.1A1_25_1;TTVR.1A1;KS_TVR;25;1-35A;N_103_190_01;-;Q67;SP_FHR;1;1-38A;-;-;N_037_049_5;-;-;170;SW/BL;2,5;V.15A..SC_F47;x;24008;;;;
3;24009;M.31..MB_K-M7_C1_TTVL.1A1_26_1;TTVL.1A1;KS_TVL;26;1-35J;N_103_190_01;-;96;SP_31C7_1;1;1-36J;-;-;N_037_048_8;-;-;190;BR;2,5;M.31..MB_K-M7_C1;x;24009;;;;
1;LTGS.HEIZUNG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_030_C;L0L;450 (g);;CU: 226 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;30001;V.15A..SC_F02_L76_1_1;L76;SP_87_KLI_E;1;1-36G;-;-;TML.2AG1;KS_MOVO1;8;1-14G;N_105_115_03;357_972_741_A;N_037_039_1;-;-;1201;SW/GE;1,5;V.15A..SC_F02;x;30001;;;;
3;30002;V.15A..SC_F02_L76_1_2;L76;SP_87_KLI_E;1;1-36G;-;-;XA.J254.1;R_KLIMA_E;5;1-34J;N_105_118_01;-;N_037_039_1;-;-;327;SW/GE;1,5;V.15A..SC_F02;x;30002;;;;
3;30003;V.15A..SC_F02_XA.G65.1_3_1;XA.G65.1;KDS_E;3;1-19E;N_105_112_03;357_972_740_D;L76;SP_87_KLI_E;1;1-36G;-;-;N_037_019_1;-;-;1736;SW/GE;0,75;V.15A..SC_F02;x;30003;;;;
3;30004;M.31..MB_K-M7_C1_136_1_3;136;SP_31C7_2;1;1-35F;-;-;XA.J254.1;R_KLIMA_E;2;1-34J;N_105_117_01;-;N_037_008_8;-;-;420;BR;0,5;M.31..MB_K-M7_C1;x;30004;;;;
3;30005;M.31..MB_K-M7_C1_136_1_4;136;SP_31C7_2;1;1-35F;-;-;XA.J323.1;R_GEBL_E;2;1-35J;N_105_117_01;-;N_037_008_8;-;-;448;BR;0,5;M.31..MB_K-M7_C1;x;30005;;;;
3;30007;V.AC_KOS.._L79_1_1;L79;SP_85_KLI_E;1;1-38G;-;-;XA.J254.1;R_KLIMA_E;1;1-34J;N_105_117_01;-;N_037_009_5;-;-;533;SW/BL;0,5;V.AC_KOS..;x;30007;;;;
3;30008;V.AC_KOS.._L79_1_2;L79;SP_85_KLI_E;1;1-38G;-;-;XA.J323.1;R_GEBL_E;1;1-35J;N_105_117_01;-;N_037_009_5;-;-;561;SW/BL;0,5;V.AC_KOS..;x;30008;;;;
3;30009;V.AC_KOS.._L79_1_3;L79;SP_85_KLI_E;1;1-38G;-;-;XC.J255.2;KLBT_E;4;1-40C;N_101_905_01;-;N_037_009_5;-;-;1137;SW/BL;0,5;V.AC_KOS..;x;30009;;;;
3;30010;V.30A..SD_F05_XA.J254.1_3_1;XA.J254.1;R_KLIMA_E;3;1-34J;N_105_118_01;-;XA.SD.1;SITR_3;5A;1-37E;N_907_327_01;-;N_037_033_1;-;-;633;RT/GE;1,5;V.30A..SD_F05;x;30010;;;;
3;30011;V.15A..SD_F04_XA.J323.1_3_1;XA.J323.1;R_GEBL_E;3;1-35J;N_105_118_01;-;XA.SD.1;SITR_3;4A;1-37E;N_907_327_01;-;N_037_043_5;-;-;661;RT/BL;2,5;V.15A..SD_F04;x;30011;;;;
3;30012;V.87A..J323_A5_XA.J126.1_3_1;XA.J126.1;GR_E;3;1-34B;N_105_118_04;-;XA.J323.1;R_GEBL_E;5;1-35J;N_105_118_01;-;N_037_045_3;-;-;1550;BL/RT;2,5;V.87A..J323_A5;x;30012;;;;
3;30013;D.LIN_BUS..SYS051_L77_1_2;L77;SP_LIN_K_E;1;1-39D;-;-;TML.1AH1;KS_MOVO2;2;1-14G;N_103_357_04;357_972_740_E;N_037_096_1;-;-;1712;GN/GE;0,35;D.LIN_BUS..SYS051;x;30013;;;;
3;30014;D.LIN_BUS..SYS051_L77_1_3;L77;SP_LIN_K_E;1;1-39D;-;-;XA.J126.1;GR_E;4;1-34B;N_105_113_01;-;N_037_096_1;-;-;1187;GN/GE;0,35;D.LIN_BUS..SYS051;x;30014;;;;
3;30015;D.LIN_BUS..SYS051_L77_1_1;L77;SP_LIN_K_E;1;1-39D;-;-;XC.J255.2;KLBT_E;11;1-40C;N_101_904_01;-;N_037_096_1;-;-;326;GN/GE;0,35;D.LIN_BUS..SYS051;x;30015;;;;
3;30016;M.31..MB_K-M9_C1_XA.J126.1_1_1;XA.J126.1;GR_E;1;1-34B;N_105_118_04;-;XC.43.1;MB_9_3;1;1-43A;N_017_516_5;-;N_037_048_8;-;-;934;BR;2,5;M.31..MB_K-M9_C1;x;30016;;;;
3;30019;M.31-SM..SYS051.2_XC.J255.2_2_1;XC.J255.2;KLBT_E;2;1-40C;N_101_904_01;-;XA.G107.1;SOAL_E;2;1-34D;N_907_647_01;-;N_037_098_5;-;-;830;BR/BL;0,35;M.31-SM..SYS051.2;x;30019;;;;
3;30020;S.SIGNAL..SYS051_XC.J255.2_3_1;XC.J255.2;KLBT_E;3;1-40C;N_101_904_01;-;XA.G107.1;SOAL_E;3;1-34D;N_907_647_01;-;N_037_095_8;-;-;830;BL/BR;0,35;S.SIGNAL..SYS051;x;30020;;;;
