1;LEITUNGSSTRANG
2;V1;12E_970_000_K;L0L;3727 (g);~;CU: 1496 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;43060;V.58d..BCM_B4_A19_1_3;A19;SP_58_1;1;1-37D;-;-;XA.E1.3;LDS_1;10;1-37F;N_907_647_01;-;N_037_097_5;-;-;897;GR/BL;0,35;V.58d..BCM_B4;x;x;x;x;x;43060
3;43061;S.56a..LSS_XA.E595.2_7_1;XA.E595.2;LSS_A;7;1-42F;N_105_117_04;-;XB.J519.3;BCM_B;8;1-32G;N_105_112_01;-;N_037_000_0;-;-;878;WS;0,5;S.56a..LSS;x;x;x;x;x;43061
3;43062;V.55a..BCM_A6_THRR.1A1_7_1;THRR.1A1;KS_PDC_1;7;1-63H;N_105_111_03;357_972_740_E;XA.J519.3;BCM_A;6;1-29F;N_105_111_01;-;N_037_097_0;-;-;4456;GR/WS;0,35;V.55a..BCM_A6;-;x;-;-;-;43062
3;43063;M.31..MB_K-M12_A1_THRR.1A1_6_1;THRR.1A1;KS_PDC_1;6;1-63H;N_105_112_03;357_972_740_E;260;SP_31H;1;1-55J;-;-;N_037_008_8;-;-;1160;BR;0,5;M.31..MB_K-M12_A1;-;x;-;-;-;43063
3;43064;M.31..MB_K-M3_A1_119_1_3;119;SP_31JA_S;1;1-21C;-;-;XA.L175.4;TFL1_R;1;1-16A;N_103_358_02;357_972_740_E;N_037_008_8;-;-;1177;BR;0,5;M.31..MB_K-M3_A1;-;x;-;-;-;43064
3;43066;M.31..MB_K-M6_A1_238_1_3;238;SP_31A6_1_S;1;1-13H;-;-;XA.L174.4;TFL1_L;1;1-8F;N_103_358_02;357_972_740_E;N_037_008_8;-;-;894;BR;0,5;M.31..MB_K-M6_A1;-;x;-;-;-;43066
3;43068;V.56aR..BCM_A1_XC.MX2.5_1_1;XC.MX2.5;SWR_C;1;1-19B;N_017_497_3;-;XA.J519.3;BCM_A;1;1-29F;N_105_115_01;-;N_037_030_1;-;-;1922;WS/GE;1,5;V.56aR..BCM_A1;-;x;-;-;-;43068
3;43069;S.56b_Sig.._XA.E595.2_8_1;XA.E595.2;LSS_A;8;1-42F;N_105_117_01;-;XA.J519.3;BCM_A;62;1-29F;N_907_649_01;-;N_037_016_6;-;-;821;GN;0,75;S.56b_Sig..;x;x;x;x;x;43069
3;43070;V.56aL..BCM_B1_XC.MX1.5_1_1;XC.MX1.5;SWL_C;1;1-18J;N_017_497_3;-;XB.J519.3;BCM_B;1;1-32G;N_105_115_01;-;N_037_030_6;-;-;1065;WS/GN;1,5;V.56aL..BCM_B1;-;x;-;-;-;43070
3;43074;S.49VL.._A6_1_5;A6;SP_BLLI;1;1-33G;-;-;XA.MX3.1_XA.MX3.2;SBBRL;1;1-58J;N_105_112_01;-;N_037_009_0;-;-;3585;SW/WS;0,5;S.49VL..;-;x;-;-;-;43074
3;43075;S.49VR.._A5_1_1;A5;SP_BLR;1;1-35E;-;-;XA.MX4.1_XA.MX4.2;SBBRR;6;1-60A;N_105_112_01;-;N_037_009_6;-;-;4143;SW/GN;0,5;S.49VR..;-;x;-;-;-;43075
3;43077;V.58R..BCM_A40_W40_1_3;W40;SP_BGR;1;1-35E;-;-;XA.L175.4;TFL1_R;3;1-16A;N_103_358_02;357_972_740_E;N_037_007_3;-;-;2698;GR/RT;0,5;V.58R..BCM_A40;-;x;-;-;-;43077
3;43078;V.58L..BCM_A41_W27_1_1;W27;SP_BGL;1;1-35H;-;-;XA.L174.4;TFL1_L;3;1-8F;N_103_358_02;357_972_740_E;N_037_007_9;-;-;2153;GR/SW;0,5;V.58L..BCM_A41;-;x;-;-;-;43078
3;43079;S.TFLL..BCM_B3_XA.L174.4_2_1;XA.L174.4;TFL1_L;2;1-8F;N_103_358_02;357_972_740_E;XB.J519.3;BCM_B;3;1-32G;N_105_112_01;-;N_037_009_0;-;-;2103;SW/WS;0,5;S.TFLL..BCM_B3;-;x;-;-;-;43079
3;43080;S.TFLR..BCM_A5_XA.L175.4_2_1;XA.L175.4;TFL1_R;2;1-16A;N_103_358_02;357_972_740_E;XA.J519.3;BCM_A;5;1-29F;N_105_112_01;-;N_037_009_6;-;-;2766;SW/GN;0,5;S.TFLR..BCM_A5;-;x;-;-;-;43080
3;43081;V.15A..SC_F05_XA.E595.2_9_1;XA.E595.2;LSS_A;9;1-42F;N_105_117_04;-;Z40;SP_15A_GRA;1;1-40F;-;-;N_037_009_5;-;-;222;SW/BL;0,5;V.15A..SC_F05;x;x;x;x;x;43081
3;43083;V.54.._THKL.1B1_2_1;THKL.1B1;KS_HKL2_1;2;1-56D;N_103_361_01;-;W26;SP_BREM;1;1-35H;-;-;N_037_000_0;-;-;3791;WS;0,5;V.54..;x;x;x;x;x;43083
3;43084;M.31..MB_K-M6_A1_XA.L174.3_2_1;XA.L174.3;TFL_L_SE;2;1-9E;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-13H;-;-;N_037_028_3;-;-;922;BR/RT;1;M.31..MB_K-M6_A1;-;-;-;-;x;43084
3;43085;S.TFLL..BCM_B3_XA.L174.3_3_1;XA.L174.3;TFL_L_SE;3;1-9E;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-32G;N_105_112_01;-;N_037_029_0;-;-;2130;SW/WS;1;S.TFLL..BCM_B3;-;-;-;-;x;43085
3;43086;M.31..MB_K-M3_A1_119_1_5;119;SP_31JA_S;1;1-21C;-;-;XA.L175.3;TFL_R_SE;2;1-15A;N_906_844_02;357_972_741;N_037_028_3;-;-;1156;BR/RT;1;M.31..MB_K-M3_A1;-;-;-;-;x;43086
3;43087;S.TFLR..BCM_A5_XA.L175.3_3_1;XA.L175.3;TFL_R_SE;3;1-15A;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-29F;N_105_112_01;-;N_037_029_6;-;-;2744;SW/GN;1;S.TFLR..BCM_A5;-;-;-;-;x;43087
3;43088;V.15A..SC_F06_XA.MX1.1_1_1;XA.MX1.1;SWL_A_SE;1;1-18G;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-37F;-;-;N_037_001_1;-;-;1008;GE;0,5;V.15A..SC_F06;-;-;x;x;x;43088
3;43089;S.G..SYS055A_N3_1_2;N3;SP_LWR1_S;1;1-25F;-;-;XA.MX1.1;SWL_A_SE;2;1-18G;N_103_358_02;357_972_740_E;N_037_003_5;-;-;599;RT/BL;0,5;S.G..SYS055A;-;-;x;x;x;43089
3;43090;M.31..MB_K-M6_A1_101_1_3;101;SP_31A6_3_LWR_S;1;1-22E;-;-;XA.MX1.1;SWL_A_SE;3;1-18G;N_103_358_02;357_972_740_E;N_037_008_3;-;-;764;BR/RT;0,5;M.31..MB_K-M6_A1;-;-;x;x;x;43090
3;43091;S.49VL.._A6_1_6;A6;SP_BLLI;1;1-33G;-;-;XB.MX1.1;SWL_B_SE;2;1-12H;N_105_114_03;357_972_741;N_037_009_0;-;-;1439;SW/WS;0,5;S.49VL..;-;-;x;x;x;43091
3;43092;M.31..MB_K-M6_A1_238_1_8;238;SP_31A6_1_S;1;1-13H;-;-;XB.MX1.1;SWL_B_SE;1;1-12H;N_105_114_03;357_972_741;N_037_008_3;-;-;294;BR/RT;0,5;M.31..MB_K-M6_A1;-;-;x;x;x;43092
3;43093;V.56aL..BCM_B1_XC.MX1.1_1_1;XC.MX1.1;SWL_C_SE;1;1-19J;N_017_497_3;-;XB.J519.3;BCM_B;1;1-32G;N_105_115_01;-;N_037_030_6;-;-;1065;WS/GN;1,5;V.56aL..BCM_B1;-;-;x;x;x;43093
3;43094;V.56bL..BCM_A2_XC.MX1.1_2_1;XC.MX1.1;SWL_C_SE;2;1-19J;N_017_497_3;-;XA.J519.3;BCM_A;2;1-29F;N_105_115_01;-;N_037_031_9;-;-;1008;GE/SW;1,5;V.56bL..BCM_A2;-;-;x;x;x;43094
3;43095;M.31..MB_K-M6_A1_238_1_7;238;SP_31A6_1_S;1;1-13H;-;-;XC.MX1.1;SWL_C_SE;3;1-19J;N_017_497_3;-;N_037_038_8;-;-;492;BR;1,5;M.31..MB_K-M6_A1;-;-;x;x;x;43095
3;43096;S.TFLL..BCM_B3_XD.MX1.1_1_1;XD.MX1.1;SWL_D_SE;1;1-11H;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-32G;N_105_112_01;-;N_037_029_0;-;-;1553;SW/WS;1;S.TFLL..BCM_B3;-;-;x;x;-;43096
3;43097;M.31..MB_K-M6_A1_238_1_6;238;SP_31A6_1_S;1;1-13H;-;-;XD.MX1.1;SWL_D_SE;2;1-11H;N_906_844_02;357_972_741;N_037_028_3;-;-;344;BR/RT;1;M.31..MB_K-M6_A1;-;-;x;x;x;43097
3;43098;V.58L..BCM_A41_XD.MX1.1_3_1;XD.MX1.1;SWL_D_SE;3;1-11H;N_906_843_02;357_972_741;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;1603;GR/SW;0,35;V.58L..BCM_A41;-;-;x;x;x;43098
3;43099;V.15A..SC_F06_XA.MX2.1_1_1;XA.MX2.1;SWR_A_SE;1;1-17B;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-37F;-;-;N_037_001_1;-;-;2234;GE;0,5;V.15A..SC_F06;-;-;x;x;x;43099
3;43100;S.G..SYS055A_XA.MX2.1_2_1;XA.MX2.1;SWR_A_SE;2;1-17B;N_103_358_02;357_972_740_E;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;1825;RT/BL;0,5;S.G..SYS055A;-;-;x;x;x;43100
3;43101;M.31..MB_K-M6_A1_XA.MX2.1_3_1;XA.MX2.1;SWR_A_SE;3;1-17B;N_103_358_02;357_972_740_E;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_3;-;-;1549;BR/RT;0,5;M.31..MB_K-M6_A1;-;-;x;x;x;43101
3;43102;S.49VR.._XB.MX2.1_2_1;XB.MX2.1;SWR_B_SE;2;1-18C;N_105_114_03;357_972_741;A5;SP_BLR;1;1-35E;-;-;N_037_009_6;-;-;2192;SW/GN;0,5;S.49VR..;-;-;x;x;x;43102
3;43103;M.31..MB_K-M3_A1_XB.MX2.1_1_1;XB.MX2.1;SWR_B_SE;1;1-18C;N_105_114_03;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_008_3;-;-;651;BR/RT;0,5;M.31..MB_K-M3_A1;-;-;x;x;x;43103
3;43104;V.56aR..BCM_A1_XC.MX2.1_1_1;XC.MX2.1;SWR_C_SE;1;1-20B;N_017_497_3;-;XA.J519.3;BCM_A;1;1-29F;N_105_115_01;-;N_037_030_1;-;-;1922;WS/GE;1,5;V.56aR..BCM_A1;-;-;x;x;x;43104
3;43105;V.56bR..BCM_B2_XC.MX2.1_2_1;XC.MX2.1;SWR_C_SE;2;1-20B;N_017_497_3;-;XB.J519.3;BCM_B;2;1-32G;N_105_115_01;-;N_037_031_1;-;-;1979;GE;1,5;V.56bR..BCM_B2;-;-;x;x;x;43105
3;43106;M.31..MB_K-M3_A1_XC.MX2.1_3_1;XC.MX2.1;SWR_C_SE;3;1-20B;N_017_497_3;-;119;SP_31JA_S;1;1-21C;-;-;N_037_038_8;-;-;333;BR;1,5;M.31..MB_K-M3_A1;-;-;x;x;x;43106
3;43107;S.TFLR..BCM_A5_XD.MX2.1_1_1;XD.MX2.1;SWR_D_SE;1;1-17C;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-29F;N_105_112_01;-;N_037_029_6;-;-;2264;SW/GN;1;S.TFLR..BCM_A5;-;-;x;x;-;43107
3;43108;M.31..MB_K-M3_A1_XD.MX2.1_2_1;XD.MX2.1;SWR_D_SE;2;1-17C;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_028_3;-;-;676;BR/RT;1;M.31..MB_K-M3_A1;-;-;x;x;x;43108
3;43109;V.58R..BCM_A40_XD.MX2.1_3_1;XD.MX2.1;SWR_D_SE;3;1-17C;N_906_843_02;357_972_741;W40;SP_BGR;1;1-35E;-;-;N_037_097_3;-;-;2197;GR/RT;0,35;V.58R..BCM_A40;-;-;x;x;x;43109
3;43110;V.55a..BCM_A6_XA.MX3.1_XA.MX3.2_1_1;XA.MX3.1_XA.MX3.2;SBBRL;1;1-58J;N_105_111_01;-;XA.J519.3;BCM_A;6;1-29F;N_105_111_01;-;N_037_097_0;-;-;3591;GR/WS;0,35;V.55a..BCM_A6;x;-;x;x;x;43110
3;43111;V.58L..BCM_A41_XA.MX3.1_XA.MX3.2_2_1;XA.MX3.1_XA.MX3.2;SBBRL;2;1-58J;N_105_111_01;-;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;3219;GR/SW;0,35;V.58L..BCM_A41;x;-;x;x;x;43111
3;43112;V.54.._XA.MX3.1_XA.MX3.2_3_1;XA.MX3.1_XA.MX3.2;SBBRL;3;1-58J;N_105_112_01;-;W26;SP_BREM;1;1-35H;-;-;N_037_010_0;-;-;3276;WS;0,75;V.54..;x;-;x;x;x;43112
3;43113;V.RFL.._XA.MX3.1_XA.MX3.2_4_1;XA.MX3.1_XA.MX3.2;SBBRL;4;1-58J;N_105_111_01;-;U14;SP_RFL;1;1-35C;-;-;N_037_099_5;-;-;4241;SW/BL;0,35;V.RFL..;x;-;x;x;x;43113
3;43114;M.31..MB_K-M12_A1_260_1_11;260;SP_31H;1;1-55J;-;-;XA.MX3.1_XA.MX3.2;SBBRL;5;1-58J;N_105_936_01;-;N_037_038_8;-;-;295;BR;1,5;M.31..MB_K-M12_A1;x;-;x;x;x;43114
3;43115;S.49VL.._A6_1_7;A6;SP_BLLI;1;1-33G;-;-;XA.MX3.1_XA.MX3.2;SBBRL;6;1-58J;N_105_112_01;-;N_037_009_0;-;-;3585;SW/WS;0,5;S.49VL..;-;-;x;x;x;43115
3;43116;S.49VR.._XA.MX4.1_XA.MX4.2_1_1;XA.MX4.1_XA.MX4.2;SBBRR;1;1-60A;N_105_112_01;-;A5;SP_BLR;1;1-35E;-;-;N_037_009_6;-;-;4143;SW/GN;0,5;S.49VR..;-;-;x;x;x;43116
3;43117;M.31..MB_K-M9_A1.1_B445_1_6;B445;SP_31BA1;1;1-41A;-;-;XA.MX4.1_XA.MX4.2;SBBRR;2;1-60A;N_105_936_01;-;N_037_038_8;-;-;2830;BR;1,5;M.31..MB_K-M9_A1.1;x;-;x;x;x;43117
3;43118;V.RFL.._XA.MX4.1_XA.MX4.2_3_1;XA.MX4.1_XA.MX4.2;SBBRR;3;1-60A;N_105_111_01;-;U14;SP_RFL;1;1-35C;-;-;N_037_099_5;-;-;3574;SW/BL;0,35;V.RFL..;x;-;x;x;x;43118
3;43119;V.54.._W26_1_1;W26;SP_BREM;1;1-35H;-;-;XA.MX4.1_XA.MX4.2;SBBRR;4;1-60A;N_105_112_01;-;N_037_010_0;-;-;4605;WS;0,75;V.54..;x;-;x;x;x;43119
3;43120;V.58R..BCM_A40_XA.MX4.1_XA.MX4.2_5_1;XA.MX4.1_XA.MX4.2;SBBRR;5;1-60A;N_105_111_01;-;W40;SP_BGR;1;1-35E;-;-;N_037_097_3;-;-;4163;GR/RT;0,35;V.58R..BCM_A40;x;-;x;x;x;43120
3;43121;V.ABL_L..BCM_B9_XA.L22.1_1_1;XA.L22.1;NSW_L_SE;1;1-8F;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;9;1-32G;N_105_936_01;-;N_037_030_1;-;-;2097;WS/GE;1,5;V.ABL_L..BCM_B9;-;-;-;x;-;43121
3;43122;M.31..MB_K-M6_A1_XA.L22.1_2_1;XA.L22.1;NSW_L_SE;2;1-8F;N_909_748_01;7P0_972_741_C;238;SP_31A6_1_S;1;1-13H;-;-;N_037_038_8;-;-;889;BR;1,5;M.31..MB_K-M6_A1;-;-;-;x;-;43122
3;43123;V.ABL_R..BCM_B10_XA.L23.1_1_1;XA.L23.1;NSW_R_SE;1;1-13B;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;10;1-32G;N_105_936_01;-;N_037_030_1;-;-;2927;WS/GE;1,5;V.ABL_R..BCM_B10;-;-;-;x;-;43123
3;43124;M.31..MB_K-M3_A1_119_1_4;119;SP_31JA_S;1;1-21C;-;-;XA.L23.1;NSW_R_SE;2;1-13B;N_909_748_01;7P0_972_741_C;N_037_038_8;-;-;1281;BR;1,5;M.31..MB_K-M3_A1;-;-;-;x;-;43124
3;43125;V.ABL_L..BCM_B9_XA.L22.2_1_1;XA.L22.2;NSW_L_SK;1;1-9E;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;9;1-32G;N_105_936_01;-;N_037_030_1;-;-;2072;WS/GE;1,5;V.ABL_L..BCM_B9;x;-;-;-;-;43125
3;43126;M.31..MB_K-M6_A1_XA.L22.2_2_1;XA.L22.2;NSW_L_SK;2;1-9E;N_909_748_01;7P0_972_741_C;238;SP_31A6_1_S;1;1-13H;-;-;N_037_038_6;-;-;864;BR/GN;1,5;M.31..MB_K-M6_A1;x;-;-;-;-;43126
3;43127;V.ABL_R..BCM_B10_XA.L23.2_1_1;XA.L23.2;NSW_R_SK;1;1-16A;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;10;1-32G;N_105_936_01;-;N_037_030_1;-;-;2787;WS/GE;1,5;V.ABL_R..BCM_B10;x;-;-;-;-;43127
3;43128;M.31..MB_K-M3_A1_XA.L23.2_2_1;XA.L23.2;NSW_R_SK;2;1-16A;N_909_748_01;7P0_972_741_C;119;SP_31JA_S;1;1-21C;-;-;N_037_038_6;-;-;1141;BR/GN;1,5;M.31..MB_K-M3_A1;x;-;-;-;-;43128
3;43129;V.15A..SC_F06_N1_1_1;N1;SP_LWR2;1;1-37F;-;-;XA.MX1.4;SWL_SK;1;1-19J;N_906_844_02;357_972_741;N_037_001_1;-;-;1008;GE;0,5;V.15A..SC_F06;x;-;-;-;-;43129
3;43130;S.G..SYS055A_XA.MX1.4_2_1;XA.MX1.4;SWL_SK;2;1-19J;N_906_844_02;357_972_741;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;599;RT/BL;0,5;S.G..SYS055A;x;-;-;-;-;43130
3;43131;M.31..MB_K-M6_A1_XA.MX1.4_3_1;XA.MX1.4;SWL_SK;3;1-19J;N_906_844_02;357_972_741;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_9;-;-;764;BR/SW;0,5;M.31..MB_K-M6_A1;x;-;-;-;-;43131
3;43132;S.TFLL..BCM_B3_XA.MX1.4_4_1;XA.MX1.4;SWL_SK;4;1-19J;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-32G;N_105_112_01;-;N_037_029_0;-;-;1105;SW/WS;1;S.TFLL..BCM_B3;x;-;-;-;-;43132
3;43133;M.31..MB_K-M6_A1_XA.MX1.4_5_1;XA.MX1.4;SWL_SK;5;1-19J;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-13H;-;-;N_037_008_6;-;-;532;BR/GN;0,5;M.31..MB_K-M6_A1;x;-;-;-;-;43133
3;43134;V.56bL..BCM_A2_XA.MX1.4_6_1;XA.MX1.4;SWL_SK;6;1-19J;N_906_845_02;357_972_741_A;XA.J519.3;BCM_A;2;1-29F;N_105_115_01;-;N_037_031_9;-;-;1048;GE/SW;1,5;V.56bL..BCM_A2;x;-;-;-;-;43134
3;43135;M.31..MB_K-M6_A1_238_1_2;238;SP_31A6_1_S;1;1-13H;-;-;XA.MX1.4;SWL_SK;7;1-19J;N_906_844_02;357_972_741;N_037_028_8;-;-;532;BR;1;M.31..MB_K-M6_A1;x;-;-;-;-;43135
3;43136;V.56aL..BCM_B1_XA.MX1.4_8_1;XA.MX1.4;SWL_SK;8;1-19J;N_906_845_02;357_972_741_A;XB.J519.3;BCM_B;1;1-32G;N_105_115_01;-;N_037_030_6;-;-;1105;WS/GN;1,5;V.56aL..BCM_B1;x;-;-;-;-;43136
3;43137;S.49VL.._A6_1_3;A6;SP_BLLI;1;1-33G;-;-;XA.MX1.4;SWL_SK;9;1-19J;N_906_844_02;357_972_741;N_037_009_0;-;-;1042;SW/WS;0,5;S.49VL..;x;-;-;-;-;43137
3;43138;V.58L..BCM_A41_XA.MX1.4_10_1;XA.MX1.4;SWL_SK;10;1-19J;N_906_843_02;357_972_741;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;1156;GR/SW;0,35;V.58L..BCM_A41;x;-;-;-;-;43138
3;43139;V.15A..SC_F06_N1_1_2;N1;SP_LWR2;1;1-37F;-;-;XA.MX2.4;SWR_SK;1;1-20C;N_906_844_02;357_972_741;N_037_001_1;-;-;1932;GE;0,5;V.15A..SC_F06;x;-;-;-;-;43139
3;43140;S.G..SYS055A_XA.MX2.4_2_1;XA.MX2.4;SWR_SK;2;1-20C;N_906_844_02;357_972_741;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;1523;RT/BL;0,5;S.G..SYS055A;x;-;-;-;-;43140
3;43141;M.31..MB_K-M6_A1_XA.MX2.4_3_1;XA.MX2.4;SWR_SK;3;1-20C;N_906_844_02;357_972_741;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_9;-;-;1246;BR/SW;0,5;M.31..MB_K-M6_A1;x;-;-;-;-;43141
3;43142;S.TFLR..BCM_A5_XA.MX2.4_4_1;XA.MX2.4;SWR_SK;4;1-20C;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-29F;N_105_112_01;-;N_037_029_6;-;-;1972;SW/GN;1;S.TFLR..BCM_A5;x;-;-;-;-;43142
3;43143;M.31..MB_K-M3_A1_XA.MX2.4_5_1;XA.MX2.4;SWR_SK;5;1-20C;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_008_6;-;-;383;BR/GN;0,5;M.31..MB_K-M3_A1;x;-;-;-;-;43143
3;43144;V.56bR..BCM_B2_XA.MX2.4_6_1;XA.MX2.4;SWR_SK;6;1-20C;N_906_845_02;357_972_741_A;XB.J519.3;BCM_B;2;1-32G;N_105_115_01;-;N_037_031_1;-;-;2029;GE;1,5;V.56bR..BCM_B2;x;-;-;-;-;43144
3;43145;M.31..MB_K-M3_A1_XA.MX2.4_7_1;XA.MX2.4;SWR_SK;7;1-20C;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_028_8;-;-;383;BR;1;M.31..MB_K-M3_A1;x;-;-;-;-;43145
3;43146;V.56aR..BCM_A1_XA.MX2.4_8_1;XA.MX2.4;SWR_SK;8;1-20C;N_906_845_02;357_972_741_A;XA.J519.3;BCM_A;1;1-29F;N_105_115_01;-;N_037_030_1;-;-;1972;WS/GE;1,5;V.56aR..BCM_A1;x;-;-;-;-;43146
3;43147;S.49VR.._XA.MX2.4_9_1;XA.MX2.4;SWR_SK;9;1-20C;N_906_844_02;357_972_741;A5;SP_BLR;1;1-35E;-;-;N_037_009_6;-;-;1925;SW/GN;0,5;S.49VR..;x;-;-;-;-;43147
3;43148;V.58R..BCM_A40_W40_1_1;W40;SP_BGR;1;1-35E;-;-;XA.MX2.4;SWR_SK;10;1-20C;N_906_843_02;357_972_741;N_037_097_3;-;-;1904;GR/RT;0,35;V.58R..BCM_A40;x;-;-;-;-;43148
3;43151;S.49HL..BCM_B5_XB.J519.3_5_1;XB.J519.3;BCM_B;5;1-32G;N_105_112_01;-;XA.MX3.1_XA.MX3.2;SBBRL;6;1-58J;N_105_112_01;-;N_037_009_0;-;-;3648;SW/WS;0,5;S.49HL..BCM_B5;x;-;-;-;-;43151
3;43152;S.49HR..BCM_B6_XB.J519.3_6_1;XB.J519.3;BCM_B;6;1-32G;N_105_112_01;-;XA.MX4.1_XA.MX4.2;SBBRR;1;1-60A;N_105_112_01;-;N_037_009_6;-;-;4578;SW/GN;0,5;S.49HR..BCM_B6;x;-;-;-;-;43152
1;LTGS.DIAGNOSE
2;V1;12E_970_070_K;L0L+S34;170 (g);;CU: 120 (g);Al: 0 (g)
2;V2;12E_970_070_P;L0L+S32;948 (g);;CU: 584 (g);Al: 0 (g)
2;V3;12E_970_070_Q;L0L+S33;878 (g);;CU: 538 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.
3;70001;D.LIN_BUS.._XA.U31.2_13_1;XA.U31.2;KS_DIAG1;13;1-31B;N_103_357_04;357_972_740_E;B130;SP_LIN_D;1;1-40F;-;-;N_037_094_0;-;-;1876;VI/WS;0,35;D.LIN_BUS..;-;x;x;70001
3;70002;D.LIN_BUS..Energie_XA.U31.2_12_1;XA.U31.2;KS_DIAG1;12;1-31B;N_103_357_04;357_972_740_E;A209;SP_LIN_G;1;1-26F;-;-;N_037_095_5;-;-;1660;BL;0,35;D.LIN_BUS..Energie;-;x;x;70002
3;70003;V.30A..SA_D1_507_1_1;507;SP_30_03;1;1-30H;-;-;XA.SE.1;SITR_2;A1;1-33J;N_907_327_01;-;N_037_043_3;-;-;329;RT;2,5;V.30A..SA_D1;x;x;x;70003
3;70004;V.15..ZAS_E1_A192_1_2;A192;SP_15_07;1;1-39F;-;-;XA.SE.1;SITR_2;A3;1-33J;N_907_327_01;-;N_037_049_9;-;-;642;SW;2,5;V.15..ZAS_E1;x;x;x;70004
3;70005;V.15A..SE_AB3_XA.SE.1_B3_1;XA.SE.1;SITR_2;B3;1-33J;N_907_326_01;-;B277;SP_15A_DIA;1;1-42A;-;-;N_037_029_5;-;-;2013;SW/BL;1;V.15A..SE_AB3;x;x;x;70005
3;70006;V.15A..SE_AB3_XA.U31.8_14_1;XA.U31.8;KS_DIAG5;14;1-40B;N_907_649_01;-;B277;SP_15A_DIA;1;1-42A;-;-;N_037_009_5;-;-;725;SW/BL;0,5;V.15A..SE_AB3;x;x;-;70006
3;70007;V.15A..SE_AB3_XA.U31.8_30_1;XA.U31.8;KS_DIAG5;30;1-40B;N_907_649_01;-;B277;SP_15A_DIA;1;1-42A;-;-;N_037_009_5;-;-;725;SW/BL;0,5;V.15A..SE_AB3;x;x;-;70007
3;70008;V.15A..SE_AB3_B277_1_1;B277;SP_15A_DIA;1;1-42A;-;-;XA.U31.2;KS_DIAG1;9;1-31B;N_103_358_02;357_972_740_E;N_037_009_5;-;-;895;SW/BL;0,5;V.15A..SE_AB3;-;x;x;70008
3;70009;V.15A..SE_AB3_B277_1_2;B277;SP_15A_DIA;1;1-42A;-;-;XA.U31.4;KS_DIA3A;9;1-31A;N_103_358_02;357_972_740_F;N_037_029_5;-;-;895;SW/BL;1;V.15A..SE_AB3;-;x;x;70009
3;70010;V.30A..SE_AB1_XA.SE.1_B1_1;XA.SE.1;SITR_2;B1;1-33J;N_907_326_01;-;A167;SP_30A_DIA;1;1-41A;-;-;N_037_023_1;-;-;1958;RT/GE;1;V.30A..SE_AB1;x;x;x;70010
3;70011;V.30A..SE_AB1_A167_1_1;A167;SP_30A_DIA;1;1-41A;-;-;XA.U31.8;KS_DIAG5;15;1-40B;N_907_649_01;-;N_037_003_1;-;-;670;RT/GE;0,5;V.30A..SE_AB1;x;x;-;70011
3;70012;V.30A..SE_AB1_A167_1_2;A167;SP_30A_DIA;1;1-41A;-;-;XA.U31.8;KS_DIAG5;31;1-40B;N_907_649_01;-;N_037_003_1;-;-;670;RT/GE;0,5;V.30A..SE_AB1;x;x;-;70012
