1;LEITUNGSSTRANG
2;V1;12E_970_000_K;L0L;3727 (g);~;CU: 1496 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;12109;X.NONE..SYS1S1_XA.J234.15_32_1;XA.J234.15;AIR_CU_E_1;32;1-41C;N_909_424_02;3B0_972_742_E;XA.E224.4;S_AIR;1;1-36B;N_105_112_02;-;N_018_886_58;SL12037;1-ge/rt;1647;GE/RT;0,5;X.NONE..SYS1S1;x;12109
3;12110;S.GSAF..SYS1S1_XA.J234.15_30_1;XA.J234.15;AIR_CU_E_1;30;1-41C;N_909_424_02;3B0_972_742_E;XA.E24.4;KS_GS_VL;1;1-45H;N_103_361_03;-;N_018_886_25;SL12038;1-ge;2865;GE;0,5;S.GSAF..SYS1S1;x;12110
3;12111;M.31-SM..SYS1S1.1_109_1_2;109;SP_GND_A;1;1-40D;-;-;XA.E24.4;KS_GS_VL;2;1-45H;N_103_361_03;-;N_018_886_25;SL12038;2-br;2618;BR;0,5;M.31-SM..SYS1S1.1;x;12111
3;12112;S.BAG_SBRBF..SYS1S1_XA.J234.15_31_1;XA.J234.15;AIR_CU_E_1;31;1-41C;N_909_424_02;3B0_972_742_E;XA.G128.6;KS_SBE_VR;1;1-45C;N_103_361_03;-;N_018_886_28;SL12039;1-bl;2987;BL;0,5;S.BAG_SBRBF..SYS1S1;x;12112
3;12113;M.31-SM..SYS1S1.1_109_1_1;109;SP_GND_A;1;1-40D;-;-;XA.E25.6;KS_GS_VR;2;1-45C;N_103_361_03;-;N_018_886_28;SL12039;2-br;2820;BR;0,5;M.31-SM..SYS1S1.1;x;12113
3;12114;H.BAG_HV+.._XA.J234.15_34_1;XA.J234.15;AIR_CU_E_1;34;1-41C;N_909_424_01;3B0_972_742_E;XA.AX2.2._1;BAT1_1;3;1-11A;N_105_112_03;357_972_740_E;N_018_886_36;SL12040;1-ws;3174;WS;0,5;H.BAG_HV+..;x;12114
3;12115;H.BAG_HV-.._XA.J234.15_35_1;XA.J234.15;AIR_CU_E_1;35;1-41C;N_909_424_01;3B0_972_742_E;XA.AX2.2._1;BAT1_1;12;1-11A;N_105_112_03;357_972_740_E;N_018_886_36;SL12040;2-gn;3174;GN;0,5;H.BAG_HV-..;x;12115
3;12116;M.31-SM..SYS1S1.1_XA.J234.15_36_1;XA.J234.15;AIR_CU_E_1;36;1-41C;N_909_424_02;3B0_972_742_E;109;SP_GND_A;1;1-40D;-;-;N_037_008_8;-;-;268;BR;0,5;M.31-SM..SYS1S1.1;x;12116
3;12117;X.BAG_CS3+..SYS1S1_XA.J234.15_37_1;XA.J234.15;AIR_CU_E_1;37;1-41C;N_909_424_02;3B0_972_742_E;XA.G179.11;CSSA_HL;1;1-50H;N_105_975_08;3B0_972_742_C;N_018_886_48;SL12041;2-gr;3658;GR;0,5;X.BAG_CS3+..SYS1S1;x;12117
3;12118;X.BAG_CS3-..SYS1S1_XA.J234.15_38_1;XA.J234.15;AIR_CU_E_1;38;1-41C;N_909_424_02;3B0_972_742_E;XA.G179.11;CSSA_HL;2;1-50H;N_105_975_08;3B0_972_742_C;N_018_886_48;SL12041;1-br/ge;3658;BR/GE;0,5;X.BAG_CS3-..SYS1S1;x;12118
3;12119;X.BAG_CS3+..SYS1S1.1_XA.J234.15_39_1;XA.J234.15;AIR_CU_E_1;39;1-41C;N_909_424_02;3B0_972_742_E;XA.G180.11;CSSA_HR;1;1-52A;N_105_975_08;3B0_972_742_C;N_018_886_27;SL12042;1-gn;3864;GN;0,5;X.BAG_CS3+..SYS1S1.1;x;12119
3;12120;X.BAG_CS3-..SYS1S1.1_XA.J234.15_40_1;XA.J234.15;AIR_CU_E_1;40;1-41C;N_909_424_02;3B0_972_742_E;XA.G180.11;CSSA_HR;2;1-52A;N_105_975_08;3B0_972_742_C;N_018_886_27;SL12042;2-br;3864;BR;0,5;X.BAG_CS3-..SYS1S1.1;x;12120
3;12121;X.BAG_CS2+..SYS1S1_XA.J234.15_41_1;XA.J234.15;AIR_CU_E_1;41;1-41C;N_909_424_02;3B0_972_742_D;XA.G180.10;SCSR;1;1-48B;N_105_974_08;3B0_972_742_B;N_901_916_66;SL12043;2-ws;3297;WS;0,35;X.BAG_CS2+..SYS1S1;x;12121
3;12122;X.BAG_CS2-..SYS1S1_XA.J234.15_42_1;XA.J234.15;AIR_CU_E_1;42;1-41C;N_909_424_02;3B0_972_742_D;XA.G180.10;SCSR;2;1-48B;N_105_974_08;3B0_972_742_B;N_901_916_66;SL12043;1-br;3297;BR;0,35;X.BAG_CS2-..SYS1S1;x;12122
3;12123;X.BAG_CS1+..SYS1S1_XA.J234.15_43_1;XA.J234.15;AIR_CU_E_1;43;1-41C;N_909_424_02;3B0_972_742_D;XA.G179.15;SCSL;1;1-46G;N_105_974_08;3B0_972_742_B;N_901_916_38;SL12044;2-ge;3109;GE;0,35;X.BAG_CS1+..SYS1S1;x;12123
3;12124;X.BAG_CS1-..SYS1S1_XA.J234.15_44_1;XA.J234.15;AIR_CU_E_1;44;1-41C;N_909_424_02;3B0_972_742_D;XA.G179.15;SCSL;2;1-46G;N_105_974_08;3B0_972_742_B;N_901_916_38;SL12044;1-br;3109;BR;0,35;X.BAG_CS1-..SYS1S1;x;12124
3;12126;M.31-SM..SYS1S1.5_XA.J234.15_46_1;XA.J234.15;AIR_CU_E_1;46;1-41C;N_909_424_02;3B0_972_742_E;312;SP_31_SA;1;1-39D;-;-;N_037_008_8;-;-;446;BR;0,5;M.31-SM..SYS1S1.5;x;12126
3;12127;D.CAN_A_H.._XA.J234.15_49_1;XA.J234.15;AIR_CU_E_1;49;1-41C;N_909_424_02;3B0_972_742_D;E123;SP_CANHA1;1;1-38F;-;-;N_901_916_03;SL12045;1-or/sw;1248;OR/SW;0,35;D.CAN_A_H..;x;12127
3;12128;D.CAN_A_L.._XA.J234.15_50_1;XA.J234.15;AIR_CU_E_1;50;1-41C;N_909_424_02;3B0_972_742_D;E124;SP_CANLA2;1;1-38F;-;-;N_901_916_03;SL12045;2-or/br;1204;OR/BR;0,35;D.CAN_A_L..;x;12128
3;12172;S.BAG_ON..L0L_XA.K145.1_2_1;XA.K145.1;AIRL;2;1-47D;N_103_357_01;-;XA.J234.15;AIR_CU_E_1;48;1-41C;N_909_424_02;3B0_972_742_D;N_901_965_25;SL12062;3-bl/ge;3057;BL/GE;0,35;S.BAG_ON..L0L;x;12172
3;12173;V.15A..SC_F09_T4_1_2;T4;SP_15A_AIR;1;1-41D;-;-;XA.K145.1;AIRL;3;1-47D;N_103_357_01;-;N_901_965_25;SL12062;2-bl;2838;BL;0,35;V.15A..SC_F09;x;12173
3;12174;S.BAG_OFF..L0L_XA.J234.15_45_1;XA.J234.15;AIR_CU_E_1;45;1-41C;N_909_424_02;3B0_972_742_D;XA.K145.1;AIRL;4;1-47D;N_103_357_01;-;N_901_965_25;SL12062;1-sw/rt;3057;SW/RT;0,35;S.BAG_OFF..L0L;x;12174
1;LTGS.RADIO
2;V1;12E_970_016_T;L0L+8ZB/8ZG+QV0+I6V;252 (g);;CU: 109 (g);Al: 0 (g)
2;V2;12E_970_016_AA;L0L+8ZB/8ZG+QV3+I6V;365 (g);;CU: 159 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.
3;16001;V.30A..SA_D1_P1_1_7;P1;SP_30_02;1;1-31H;-;-;XA.SC.1;SITR;38B;1-30H;N_907_327_01;-;N_037_043_3;-;-;178;RT;2,5;V.30A..SA_D1;x;x;16001
3;16004;M.31..BM_K-M8_A1_XD.R.5_17_1;XD.R.5;RAD_D1;17;1-38B;N_105_118_01;-;82;SP_MB_8_1;1;1-41D;-;-;N_037_048_8;-;-;770;BR;2,5;M.31..BM_K-M8_A1;x;x;16004
3;16005;M.31..BM_K-M8_A1_82_1_2;82;SP_MB_8_1;1;1-41D;-;-;XA.610.1;MB_8_1;1;1-42D;N_017_516_5;-;N_037_048_8;-;-;231;BR;2,5;M.31..BM_K-M8_A1;x;x;16005
3;16006;V.30A..SC_F38_XA.SC.1_38A_1;XA.SC.1;SITR;38A;1-30H;N_907_327_01;-;XD.R.5;RAD_D1;18;1-38B;N_105_118_01;-;N_037_033_1;-;-;1163;RT/GE;1,5;V.30A..SC_F38;x;x;16006
3;16007;D.CANHK.._XB.J519.3_20_1;XB.J519.3;BCM_B;20;1-32G;N_907_647_01;-;A146;SP_CANHK;1;1-37F;-;-;N_901_916_04;SL16001;1-or/gn;432;OR/GN;0,35;D.CANHK..;x;x;16007
3;16008;D.CANLK.._XB.J519.3_21_1;XB.J519.3;BCM_B;21;1-32G;N_907_647_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL16001;2-or/br;355;OR/BR;0,35;D.CANLK..;x;x;16008
3;16009;D.CANHK.._XE.R.5_6_1;XE.R.5;RAD_E2;6;1-37C;N_907_647_01;-;A146;SP_CANHK;1;1-37F;-;-;N_901_916_04;SL16002;1-or/gn;973;OR/GN;0,35;D.CANHK..;x;x;16009
3;16010;D.CANLK.._XE.R.5_12_1;XE.R.5;RAD_E2;12;1-37C;N_907_647_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL16002;2-or/br;896;OR/BR;0,35;D.CANLK..;x;x;16010
3;16028;A.ANTENNE..DAB_XD.RX5.1._2_1_1;XD.RX5.1._2;ANT_DAB_2;1;1-58F;N_106_177_01;-;XF.R.5._1;RAD_F_1;1;1-39F;N_106_177_01;-;N_909_934_01;SL16010;1-Signal;5555;ND;0,37;A.ANTENNE..DAB;-;x;16028
3;16029;S.SCHIRM..DAB_XD.RX5.1._2_2_1;XD.RX5.1._2;ANT_DAB_2;2;1-58F;SCHIRM;-;XF.R.5._1;RAD_F_1;2;1-39F;SCHIRM;-;N_909_934_01;SL16010;2-Schirm;5555;SW;0,5;S.SCHIRM..DAB;-;x;16029
3;16030;A.ANTENNE..AM_FM_XA.RX5.1._2_1_1;XA.RX5.1._2;ANT_AMFM;1;1-56F;N_106_177_01;-;XG.R.5._1;RAD_G_2;3;1-37B;N_106_177_01;-;N_909_934_01;SL16011;1-Signal;5570;ND;0,37;A.ANTENNE..AM_FM;x;x;16030
3;16031;S.SCHIRM..AM_FM_XA.RX5.1._2_2_1;XA.RX5.1._2;ANT_AMFM;2;1-56F;SCHIRM;-;XG.R.5._1;RAD_G_2;4;1-37B;SCHIRM;-;N_909_934_01;SL16011;2-Schirm;5570;SW;0,5;S.SCHIRM..AM_FM;x;x;16031
1;LTGS.ZV
2;V1;12E_970_023_H;L0L+4K3;416 (g);;CU: 277 (g);Al: 0 (g)
2;V2;12E_970_023_J;L0L+4I2;342 (g);;CU: 216 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.
3;23001;S.status..ZVHL_XA.J519.3_17_1;XA.J519.3;BCM_A;17;1-29F;N_907_647_01;-;TTHL.1A1;KS_THL;18;1-48H;N_103_360_01;-;N_037_096_7;-;-;2491;GN/GR;0,35;S.status..ZVHL;x;x;23001
3;23002;S.status..ZVLo_TTVL.1A1_22_1;TTVL.1A1;KS_TVL;22;1-35J;N_103_189_01;-;B175;SP_ZVL;1;1-35C;-;-;N_037_014_0;-;-;1053;VI/WS;0,75;S.status..ZVLo;x;x;23002
3;23003;S.status..ZVLo_TTVR.1A1_22_1;TTVR.1A1;KS_TVR;22;1-35A;N_103_189_01;-;B175;SP_ZVL;1;1-35C;-;-;N_037_014_0;-;-;839;VI/WS;0,75;S.status..ZVLo;x;x;23003
3;23004;S.status..ZVLo_XA.J519.3_11_1;XA.J519.3;BCM_A;11;1-29F;N_105_114_01;-;B175;SP_ZVL;1;1-35C;-;-;N_037_014_0;-;-;727;VI/WS;0,75;S.status..ZVLo;x;x;23004
3;23005;S.status..ZVLo_TTHL.1A1_22_1;TTHL.1A1;KS_THL;22;1-48H;N_103_189_01;-;B175;SP_ZVL;1;1-35C;-;-;N_037_014_0;-;-;2902;VI/WS;0,75;S.status..ZVLo;x;x;23005
3;23006;S.status..ZVLo_TTHR.1A1_22_1;TTHR.1A1;KS_THR;22;1-48D;N_103_189_01;-;B175;SP_ZVL;1;1-35C;-;-;N_037_014_0;-;-;2735;VI/WS;0,75;S.status..ZVLo;x;x;23006
3;23007;S.status..ZV_BF_XA.J519.3_15_1;XA.J519.3;BCM_A;15;1-29F;N_105_114_01;-;B215;SP_ZVC;1;1-35C;-;-;N_037_014_1;-;-;765;VI/GE;0,75;S.status..ZV_BF;x;x;23007
3;23008;S.status..ZV_BF_TTHL.1A1_21_1;TTHL.1A1;KS_THL;21;1-48H;N_103_189_01;-;B215;SP_ZVC;1;1-35C;-;-;N_037_014_1;-;-;2940;VI/GE;0,75;S.status..ZV_BF;x;x;23008
3;23009;S.status..ZV_BF_TTHR.1A1_21_1;TTHR.1A1;KS_THR;21;1-48D;N_103_189_01;-;B215;SP_ZVC;1;1-35C;-;-;N_037_014_1;-;-;2697;VI/GE;0,75;S.status..ZV_BF;x;x;23009
3;23010;S.status..ZV_BF_TTVR.1A1_21_1;TTVR.1A1;KS_TVR;21;1-35A;N_103_189_01;-;B215;SP_ZVC;1;1-35C;-;-;N_037_014_1;-;-;801;VI/GE;0,75;S.status..ZV_BF;x;x;23010
3;23012;S.status..ZVHR_XA.J519.3_18_1;XA.J519.3;BCM_A;18;1-29F;N_907_647_01;-;TTHR.1A1;KS_THR;18;1-48D;N_103_360_01;-;N_037_096_7;-;-;3442;GN/GR;0,35;S.status..ZVHR;x;x;23012
3;23013;S.status..ZVSa_XA.J519.3_13_1;XA.J519.3;BCM_A;13;1-29F;N_105_114_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;313;BR/RT;0,75;S.status..ZVSa;x;-;23013
3;23014;S.status..ZVSa_TTHR.1A1_23_1;TTHR.1A1;KS_THR;23;1-48D;N_103_189_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;3149;BR/RT;0,75;S.status..ZVSa;x;-;23014
3;23015;S.status..ZVSa_TTHL.1A1_23_1;TTHL.1A1;KS_THL;23;1-48H;N_103_189_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;2488;BR/RT;0,75;S.status..ZVSa;x;-;23015
3;23016;S.status..ZVSa_TTVR.1A1_16_1;TTVR.1A1;KS_TVR;16;1-35A;N_103_361_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;1252;BR/RT;0,75;S.status..ZVSa;x;-;23016
3;23017;S.status..ZVSa_TTVL.1A1_16_1;TTVL.1A1;KS_TVL;16;1-35J;N_103_361_01;-;B214;SP_ZVS;1;1-35F;-;-;N_037_018_3;-;-;639;BR/RT;0,75;S.status..ZVSa;x;-;23017
3;23018;S.ZV_DFHR.._XA.J519.3_26_1;XA.J519.3;BCM_A;26;1-29F;N_907_647_01;-;TTHR.1A1;KS_THR;19;1-48D;N_103_360_01;-;N_037_096_0;-;-;3442;GN/WS;0,35;S.ZV_DFHR..;x;x;23018
3;23019;S.status..S_B_TTVR.1A1_18_1;TTVR.1A1;KS_TVR;18;1-35A;N_103_360_01;-;XA.J519.3;BCM_A;21;1-29F;N_907_647_01;-;N_037_096_5;-;-;1545;GN/BL;0,35;S.status..S_B;x;x;23019
3;23021;M.31..MB_K-M12_A1_260_1_1;260;SP_31H;1;1-55J;-;-;TTHL.1A1;KS_THL;24;1-48H;N_103_189_01;-;N_037_008_8;-;-;1997;BR;0,5;M.31..MB_K-M12_A1;x;x;23021
3;23022;S.ZV_DFHL.._XA.J519.3_34_1;XA.J519.3;BCM_A;34;1-29F;N_907_647_01;-;TTHL.1A1;KS_THL;19;1-48H;N_103_360_01;-;N_037_096_0;-;-;2491;GN/WS;0,35;S.ZV_DFHL..;x;x;23022
3;23023;M.31..MB_K-M9_A1.1_B445_1_1;B445;SP_31BA1;1;1-41A;-;-;TTHR.1A1;KS_THR;24;1-48D;N_103_189_01;-;N_037_028_8;-;-;1751;BR;1;M.31..MB_K-M9_A1.1;x;x;23023
3;23024;S.SLEDFT.._TTVL.1A1_15_1;TTVL.1A1;KS_TVL;15;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;58;1-29F;N_907_647_01;-;N_037_093_9;-;-;642;RT/SW;0,35;S.SLEDFT..;x;x;23024
3;23025;S.status.._TTVL.1A1_18_1;TTVL.1A1;KS_TVL;18;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;22;1-29F;N_907_647_01;-;N_037_096_5;-;-;642;GN/BL;0,35;S.status..;x;x;23025
3;23026;S.Lock.._TTVL.1A1_11_1;TTVL.1A1;KS_TVL;11;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;25;1-29F;N_907_647_01;-;N_037_098_6;-;-;642;BR/GN;0,35;S.Lock..;x;x;23026
3;23027;S.status..ZV_FA_TTVL.1A1_21_1;TTVL.1A1;KS_TVL;21;1-35J;N_103_189_01;-;XA.J519.3;BCM_A;12;1-29F;N_105_114_01;-;N_037_004_7;-;-;642;VI/GR;0,5;S.status..ZV_FA;x;x;23027
3;23028;S.status..DF_FA_TTVL.1A1_19_1;TTVL.1A1;KS_TVL;19;1-35J;N_103_360_01;-;XA.J519.3;BCM_A;19;1-29F;N_907_647_01;-;N_037_096_0;-;-;642;GN/WS;0,35;S.status..DF_FA;x;x;23028
3;23029;S.ZVBS.._TTVR.1A1_19_1;TTVR.1A1;KS_TVR;19;1-35A;N_103_360_01;-;XA.J519.3;BCM_A;20;1-29F;N_907_647_01;-;N_037_096_0;-;-;1545;GN/WS;0,35;S.ZVBS..;x;x;23029
1;LTGS.FENSTERHEBER
2;V1;12E_970_024_F;L0L+4R1;248 (g);;CU: 237 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;24001;X.15S.._504_1_2;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;47B;1-30H;N_907_327_01;-;N_037_049_1;-;-;457;SW/GE;2,5;X.15S..;x;24001
3;24002;X.15S.._504_1_1;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;51B;1-30H;N_907_327_01;-;N_037_049_1;-;-;457;SW/GE;2,5;X.15S..;x;24002
3;24003;X.NONE.SYS_095..8_TTVR.1A1_27_1;TTVR.1A1;KS_TVR;27;1-35A;N_103_190_01;-;TTVL.1A1;KS_TVL;27;1-35J;N_103_190_01;-;N_037_043_0;-;-;1871;RT/WS;2,5;X.NONE.SYS_095..8;x;24003
3;24004;X.NONE.SYS_095..6_TTVR.1A1_28_1;TTVR.1A1;KS_TVR;28;1-35A;N_103_190_01;-;TTVL.1A1;KS_TVL;28;1-35J;N_103_190_01;-;N_037_043_9;-;-;1871;RT/SW;2,5;X.NONE.SYS_095..6;x;24004
3;24005;V.15A..SC_F51_XA.SC.1_51A_1;XA.SC.1;SITR;51A;1-30H;N_907_327_01;-;TTVL.1A1;KS_TVL;25;1-35J;N_103_190_01;-;N_037_049_6;-;-;761;SW/GN;2,5;V.15A..SC_F51;x;24005
3;24006;V.15A..SC_F47_XA.SC.1_47A_1;XA.SC.1;SITR;47A;1-30H;N_907_327_01;-;Q67;SP_FHR;1;1-37A;-;-;N_037_049_5;-;-;1584;SW/BL;2,5;V.15A..SC_F47;x;24006
3;24007;V.15A..SC_F47_Q67_1_1;Q67;SP_FHR;1;1-37A;-;-;TTVL.1A1;KS_TVL;23;1-35J;N_103_190_01;-;N_037_049_5;-;-;1791;SW/BL;2,5;V.15A..SC_F47;x;24007
3;24008;V.15A..SC_F47_TTVR.1A1_25_1;TTVR.1A1;KS_TVR;25;1-35A;N_103_190_01;-;Q67;SP_FHR;1;1-37A;-;-;N_037_049_5;-;-;170;SW/BL;2,5;V.15A..SC_F47;x;24008
3;24009;M.31..MB_K-M7_C1_96_1_1;96;SP_31C7_1;1;1-35J;-;-;TTVL.1A1;KS_TVL;26;1-35J;N_103_190_01;-;N_037_048_8;-;-;190;BR;2,5;M.31..MB_K-M7_C1;x;24009
1;LTGS.HEIZUNG
2;V1;12E_970_030_C;L0L;414 (g);;CU: 226 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;30001;V.87..KLI_BEV_TML.2AG1_8_1;TML.2AG1;KS_MOVO1;8;1-12G;N_105_115_03;357_972_741_A;L76;SP_87_KLI_E;1;1-36F;-;-;N_037_039_1;-;-;1203;SW/GE;1,5;V.87..KLI_BEV;x;30001
3;30002;V.87..KLI_BEV_L76_1_1;L76;SP_87_KLI_E;1;1-36F;-;-;XA.J254.1;R_KLIMA_E;5;1-34H;N_105_118_01;-;N_037_039_1;-;-;326;SW/GE;1,5;V.87..KLI_BEV;x;30002
3;30003;V.87..KLI_BEV_XA.G65.1_3_1;XA.G65.1;KDS_E;3;1-17E;N_105_112_03;357_972_740_D;L76;SP_87_KLI_E;1;1-36F;-;-;N_037_019_1;-;-;1737;SW/GE;0,75;V.87..KLI_BEV;x;30003
3;30004;M.31..MB_K-M7_C1_136_1_2;136;SP_31C7_2;1;1-35F;-;-;XA.J254.1;R_KLIMA_E;2;1-34H;N_105_117_01;-;N_037_008_8;-;-;414;BR;0,5;M.31..MB_K-M7_C1;x;30004
3;30005;M.31..MB_K-M7_C1_136_1_1;136;SP_31C7_2;1;1-35F;-;-;XA.J323.1;R_GEBL_E;2;1-35H;N_105_117_01;-;N_037_008_8;-;-;442;BR;0,5;M.31..MB_K-M7_C1;x;30005
3;30007;V.AC_KOS.._L79_1_1;L79;SP_85_KLI_E;1;1-39F;-;-;XA.J254.1;R_KLIMA_E;1;1-34H;N_105_117_01;-;N_037_009_5;-;-;532;SW/BL;0,5;V.AC_KOS..;x;30007
3;30008;V.AC_KOS.._L79_1_2;L79;SP_85_KLI_E;1;1-39F;-;-;XA.J323.1;R_GEBL_E;1;1-35H;N_105_117_01;-;N_037_009_5;-;-;561;SW/BL;0,5;V.AC_KOS..;x;30008
3;30009;V.AC_KOS.._L79_1_3;L79;SP_85_KLI_E;1;1-39F;-;-;XC.J255.2;KLBT_E;4;1-41C;N_101_905_01;-;N_037_009_5;-;-;1138;SW/BL;0,5;V.AC_KOS..;x;30009
3;30010;V.30A..SD_F05_XA.J254.1_3_1;XA.J254.1;R_KLIMA_E;3;1-34H;N_105_118_01;-;XA.SD.1;SITR_3;5A;1-37E;N_907_327_01;-;N_037_033_1;-;-;632;RT/GE;1,5;V.30A..SD_F05;x;30010
3;30011;V.30A..SD_F04_XA.J323.1_3_1;XA.J323.1;R_GEBL_E;3;1-35H;N_105_118_01;-;XA.SD.1;SITR_3;4A;1-37E;N_907_327_01;-;N_037_043_5;-;-;661;RT/BL;2,5;V.30A..SD_F04;x;30011
3;30012;V.87A..J323_A5_XA.J126.1_3_1;XA.J126.1;GR_E;3;1-34B;N_105_118_04;-;XA.J323.1;R_GEBL_E;5;1-35H;N_105_118_01;-;N_037_045_3;-;-;1550;BL/RT;2,5;V.87A..J323_A5;x;30012
3;30013;D.LIN_AC_1.._TML.1AH1_2_1;TML.1AH1;KS_MOVO2;2;1-13G;N_103_357_04;357_972_740_E;L77;SP_LIN_K_E;1;1-39D;-;-;N_037_096_1;-;-;1715;GN/GE;0,35;D.LIN_AC_1..;x;30013
3;30014;D.LIN_AC_1.._L77_1_2;L77;SP_LIN_K_E;1;1-39D;-;-;XA.J126.1;GR_E;4;1-34B;N_105_113_01;-;N_037_096_1;-;-;1187;GN/GE;0,35;D.LIN_AC_1..;x;30014
3;30015;D.LIN_AC_1.._L77_1_1;L77;SP_LIN_K_E;1;1-39D;-;-;XC.J255.2;KLBT_E;11;1-41C;N_101_904_01;-;N_037_096_1;-;-;326;GN/GE;0,35;D.LIN_AC_1..;x;30015
3;30016;M.31..MB_K-M9_C1_XC.43.1_1_1;XC.43.1;MB_9_3;1;1-43B;N_017_516_5;-;XA.J126.1;GR_E;1;1-34B;N_105_118_04;-;N_037_048_8;-;-;933;BR;2,5;M.31..MB_K-M9_C1;x;30016
3;30019;M.31_SUN_S.._XC.J255.2_2_1;XC.J255.2;KLBT_E;2;1-41C;N_101_904_01;-;XA.G107.1;SOAL_E;2;1-34D;N_907_647_01;-;N_037_098_5;-;-;830;BR/BL;0,35;M.31_SUN_S..;x;30019
3;30020;S.SUN_S.._XC.J255.2_3_1;XC.J255.2;KLBT_E;3;1-41C;N_101_904_01;-;XA.G107.1;SOAL_E;3;1-34D;N_907_647_01;-;N_037_095_8;-;-;830;BL/BR;0,35;S.SUN_S..;x;30020
3;30021;M.31..MB_K-M6_A1_XA.G65.1_1_1;XA.G65.1;KDS_E;1;1-17E;N_105_112_03;357_972_740_E;238;SP_31A6_1_S;1;1-13H;-;-;N_037_008_8;-;-;934;BR;0,5;M.31..MB_K-M6_A1;x;30021
3;30022;S.DPWM.._XA.G65.1_2_1;XA.G65.1;KDS_E;2;1-17E;N_105_112_03;357_972_740_E;XC.J255.2;KLBT_E;7;1-41C;N_101_905_01;-;N_037_001_9;-;-;2599;GE/SW;0,5;S.DPWM..;x;30022
3;30023;V.30A..SD_F07_XC.J255.2_12_1;XC.J255.2;KLBT_E;12;1-41C;N_101_905_01;-;XA.SD.1;SITR_3;7A;1-37E;N_907_326_01;-;N_037_003_6;-;-;1238;RT/GN;0,5;V.30A..SD_F07;x;30023
3;30024;M.31..MB_K-M7_E1_XC.J255.2_13_1;XC.J255.2;KLBT_E;13;1-41C;N_101_906_01;-;L78;SP_31_LIN_K;1;1-38F;-;-;N_037_038_8;-;-;1100;BR;1,5;M.31..MB_K-M7_E1;x;30024
3;30025;V.30A..SA_D1_P4_1_1;P4;SP_30_01;1;1-31H;-;-;XA.SD.1;SITR_3;4;1-37E;N_907_327_01;-;N_037_043_3;-;-;547;RT;2,5;V.30A..SA_D1;x;30025
3;30027;D.CANHK.._XC.J255.2_5_1;XC.J255.2;KLBT_E;5;1-41C;N_101_904_01;-;A146;SP_CANHK;1;1-37F;-;-;N_901_916_04;SL30001;1-or/gn;1049;OR/GN;0,35;D.CANHK..;x;30027
3;30028;D.CANLK.._XC.J255.2_6_1;XC.J255.2;KLBT_E;6;1-41C;N_101_904_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL30001;2-or/br;972;OR/BR;0,35;D.CANLK..;x;30028
1;LTGS.SITZHEIZUNG
2;V1;1ST_970_036;L0L+4A3+4GQ;297 (g);;CU: 232 (g);Al: 0 (g)
2;V2;12E_970_036_K;L0L+4A3+4GX;307 (g);;CU: 240 (g);Al: 0 (g)
2;V3;12E_970_036_L;L0L+4A0;49 (g);;CU: 34 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.
