1;LEITUNGSSTRANG;;;;;;;;;;;;;;
1;LTGS.AIRBAG;;;;;;;;;;;;;;
2;V1;12E_970_012_AB;L0L+4UF;1118 (g);;;;;;;;;;;
0;Bezeichnung;VOBES-ID;Verwendung;Kurzname;xy;Teilenummer;TAB-Nummer;Referenzteil;Farbe;Einh.;V1;;;;
3;BUCHSENGEH_GELB_2POL_KOD_A_VAR_I;ID_CON6;Crashsensor für Seitenairbag hinten Beifahrerseite [C-Säule];CSSA_HR;1-52A;6R0_973_323;TAB_016_006_AM;-;gelb_sw;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_840;-;CSSA_HR;-;Stk.;X;;;;
3;BUCHSENGEH_GELB_2POL_KOD_A_VAR_I;ID_CON7;Crashsensor für Seitenairbag hinten Fahrerseite [C-Säule];CSSA_HL;1-50J;6R0_973_323;TAB_016_006_AM;-;gelb_sw;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_840;-;CSSA_HL;-;Stk.;X;;;;
3;BUCHSENGEH_GELB_2POL_KOD_B_VAR_I;ID_CON8;Crashsensor fü Frontairbag Fahrerseite;FS_1;1-8H;5K0_973_323;TAB_016_006_AM;-;gelb_br;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_840;-;FS_1;-;Stk.;X;;;;
3;FLACHKONTAKTGEHAEUSE_50_POLIG;ID_CON9;Steuergerät für Airbag;AIR_CU_E_1;1-41C;1K0_973_206;-;-;gelb;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_842;-;AIR_CU_E_1;-;Stk.;X;;;;
3;ZUENDPILLENSTECKER_2POL_KOD_I_GELB;ID_CON10;Zünder für Seitenairbag Fahrerseite Kopfairbag;ABKL;1-45E;8K0_971_613;TAB_010_329_CG;-;gelb_sw;Stk.;1;;;;
3;ZUENDPILLENSTECKER_2POL_KOD_I_GELB;ID_CON19;Zünder für Seitenairbag Beifahrerseite Kopfairbag;ABKR;1-52G;8K0_971_613;TAB_010_329_CG;-;gelb_sw;Stk.;1;;;;
3;FLACHSTECKERGEH_3POL_KOD_I_SCHWARZ;TSABVL.1C1;Koppelstelle für Seitenairbag vorn links;KS_SA_VL;1-44H;4G0_972_783;-;-;gelb;Stk.;1;;;;
3;FLACHSTECKERGEH_3POL_KOD_I_SCHWARZ;TSABVR.1C1;Koppelstelle für Seitenairbag vorn rechts;KS_SA_VR;1-46B;4G0_972_783;-;-;gelb;Stk.;1;;;;
3;FLACHSTECKERGEHAEUSE_2-POLIG_1,5MM CODIERUNG I;XA.E24.7;Gurtschalter Fahrerseite;KS_GS_VL;1-44H;1J0_973_332_A;TAB_016_028_AB;-;schwarz;Stk.;1;;;;
3;FLACHSTECKERGEHAEUSE_2-POLIG_1,5MM;XA.E25.9;Gurtschalter Beifahrerseite;KS_GS_VR;1-46C;1J0_973_332;-;-;schwarz;Stk.;1;;;;
3;FLACHKONTAKTGEHAEUSE_6-POLIG;XA.E224.7;Schlüsselschalter für Abschaltung des Airbags Beifahrerseite;S_AIR;1-36A;7L0_972_776;-;-;gelb;Stk.;1;;;;
3;FLACHSTECKERGEHAEUSE_3POL_SCHWARZ_KOD_1;XA.G128.9;Sitzbelegungssensor Beifahrerseite;KS_SBE_VR;1-46B;5K0_972_713;-;-;schwarz;Stk.;1;;;;
